date,prefecture,count
2021-04-12,27,9
2021-04-12,28,39
2021-04-12,28,105
2021-04-12,28,15
2021-04-12,28,27
2021-04-12,28,4
2021-04-12,29,6
2021-04-12,29,39
2021-04-12,29,2
2021-04-12,29,21
2021-04-12,30,11
2021-04-12,30,3
2021-04-12,30,9
2021-04-12,32,31
2021-04-12,32,9
2021-04-12,32,2
2021-04-12,33,8
2021-04-12,33,9
2021-04-12,33,8
2021-04-12,33,5
2021-04-12,35,154
2021-04-12,35,1
2021-04-12,35,52
2021-04-12,35,11
2021-04-12,36,11
2021-04-12,36,5
2021-04-12,36,1
2021-04-12,36,2
2021-04-12,36,1
2021-04-12,37,53
2021-04-12,37,72
2021-04-12,37,1
2021-04-12,38,5
2021-04-12,38,57
2021-04-12,38,2
2021-04-12,38,22
2021-04-12,38,4
2021-04-12,39,1
2021-04-12,39,5
2021-04-12,39,2
2021-04-12,39,9
2021-04-12,40,95
2021-04-12,40,291
2021-04-12,40,33
2021-04-12,40,203
2021-04-12,40,1
2021-04-12,41,19
2021-04-12,41,59
2021-04-12,41,7
2021-04-12,41,20
2021-04-12,42,5
2021-04-12,42,71
2021-04-12,42,1
2021-04-12,42,13
2021-04-12,42,5
2021-04-12,43,3
2021-04-12,43,41
2021-04-12,43,11
2021-04-12,44,1
2021-04-12,44,1
2021-04-12,45,4
2021-04-12,45,34
2021-04-12,45,10
2021-04-12,45,6
2021-04-12,46,1
2021-04-12,46,17
2021-04-12,46,3
2021-04-12,46,1
2021-04-12,47,8
2021-04-12,47,26
2021-04-12,47,4
2021-04-12,47,10
2021-04-12,47,1
2021-04-13,1,156
2021-04-13,1,82
2021-04-13,1,50
2021-04-13,1,19
2021-04-13,1,10
2021-04-13,2,7
2021-04-13,2,279
2021-04-13,2,6
2021-04-13,2,78
2021-04-13,2,11
2021-04-13,3,29
2021-04-13,3,5
2021-04-13,3,1
2021-04-13,4,2
2021-04-13,4,11
2021-04-13,4,2
2021-04-13,5,15
2021-04-13,5,3
2021-04-13,5,8
2021-04-13,5,1
2021-04-13,6,10
2021-04-13,6,12
2021-04-13,6,3
2021-04-13,6,6
2021-04-13,7,4
2021-04-13,7,79
2021-04-13,7,5
2021-04-13,7,72
2021-04-13,8,33
2021-04-13,8,12
2021-04-13,8,9
2021-04-13,8,4
2021-04-13,9,15
2021-04-13,10,4
2021-04-13,10,9
2021-04-13,10,2
2021-04-13,10,2
2021-04-13,11,26
2021-04-13,11,94
2021-04-13,11,3
2021-04-13,11,36
2021-04-13,11,5
2021-04-13,12,1
2021-04-13,12,1
2021-04-13,12,2
2021-04-13,13,17
2021-04-13,13,46
2021-04-13,13,12
2021-04-13,13,9
2021-04-13,13,4
2021-04-13,14,156
2021-04-13,14,258
2021-04-13,14,67
2021-04-13,14,92
2021-04-13,14,11
2021-04-13,15,5
2021-04-13,15,73
2021-04-13,15,1
2021-04-13,15,47
2021-04-13,15,4
2021-04-13,16,1
2021-04-13,16,17
2021-04-13,17,32
2021-04-13,17,38
2021-04-13,18,11
2021-04-13,18,144
2021-04-13,18,7
2021-04-13,18,35
2021-04-13,18,7
2021-04-13,20,3
2021-04-13,20,2
2021-04-13,20,1
2021-04-13,20,2
2021-04-13,21,1
2021-04-13,21,20
2021-04-13,21,3
2021-04-13,21,6
2021-04-13,21,1
2021-04-13,21,2
2021-04-13,22,101
2021-04-13,22,11
2021-04-13,22,17
2021-04-13,22,6
2021-04-13,22,2
2021-04-13,23,42
2021-04-13,23,7
2021-04-13,23,17
2021-04-13,23,4
2021-04-13,23,1
2021-04-13,24,4
2021-04-13,24,60
2021-04-13,24,5
2021-04-13,24,42
2021-04-13,24,2
2021-04-13,25,2
2021-04-13,25,34
2021-04-13,25,25
2021-04-13,26,31
2021-04-13,26,37
2021-04-13,26,18
2021-04-13,26,13
2021-04-13,26,1
2021-04-13,27,16
2021-04-13,27,218
2021-04-13,27,8
2021-04-13,27,69
2021-04-13,27,14
2021-04-13,28,73
2021-04-13,28,43
2021-04-13,28,16
2021-04-13,28,8
2021-04-13,28,2
2021-04-13,29,3
2021-04-13,29,34
2021-04-13,29,12
2021-04-13,30,23
2021-04-13,30,1
2021-04-13,30,19
2021-04-13,32,67
2021-04-13,32,17
2021-04-13,32,5
2021-04-13,33,7
2021-04-13,33,39
2021-04-13,33,3
2021-04-13,33,13
2021-04-13,33,4
2021-04-13,34,12
2021-04-13,34,2
2021-04-13,34,1
2021-04-13,35,32
2021-04-13,35,14
2021-04-13,35,3
2021-04-13,36,16
2021-04-13,36,8
2021-04-13,36,3
2021-04-13,36,3
2021-04-13,37,3
2021-04-13,37,44
2021-04-13,37,7
2021-04-13,37,1
2021-04-13,38,14
2021-04-13,38,57
2021-04-13,38,7
2021-04-13,38,21
2021-04-13,38,3
2021-04-13,40,108
2021-04-13,40,7
2021-04-13,40,35
2021-04-13,40,9
2021-04-13,41,20
2021-04-13,41,23
2021-04-13,41,6
2021-04-13,41,4
2021-04-13,41,3
2021-04-13,42,27
2021-04-13,42,42
2021-04-13,42,4
2021-04-13,42,8
2021-04-13,42,2
2021-04-13,43,1
2021-04-13,43,52
2021-04-13,43,1
2021-04-13,43,13
2021-04-13,43,2
2021-04-13,44,7
2021-04-13,44,3
2021-04-13,44,2
2021-04-13,44,2
2021-04-13,44,3
2021-04-13,45,4
2021-04-13,45,26
2021-04-13,45,7
2021-04-13,45,11
2021-04-13,46,2
2021-04-13,46,11
2021-04-13,46,1
2021-04-13,46,4
2021-04-13,47,12
2021-04-13,47,18
2021-04-13,47,11
2021-04-13,47,7
2021-04-14,1,102
2021-04-14,1,60
2021-04-14,1,45
2021-04-14,1,48
2021-04-14,1,9
2021-04-14,2,8
2021-04-14,2,85
2021-04-14,2,1
2021-04-14,2,52
2021-04-14,2,4
2021-04-14,3,4
2021-04-14,3,76
2021-04-14,3,2
2021-04-14,3,12
2021-04-14,3,1
2021-04-14,4,13
2021-04-14,4,1
2021-04-14,4,8
2021-04-14,5,14
2021-04-14,5,147
2021-04-14,5,6
2021-04-14,5,49
2021-04-14,5,16
2021-04-14,6,10
2021-04-14,6,32
2021-04-14,6,10
2021-04-14,6,9
2021-04-14,6,1
2021-04-14,7,31
2021-04-14,7,114
2021-04-14,7,14
2021-04-14,7,114
2021-04-14,8,42
2021-04-14,8,3
2021-04-14,8,15
2021-04-14,8,3
2021-04-14,8,1
2021-04-14,9,2
2021-04-14,9,8
2021-04-14,9,1
2021-04-14,10,12
2021-04-14,10,10
2021-04-14,10,2
2021-04-14,10,4
2021-04-14,11,23
2021-04-14,11,160
2021-04-14,11,6
2021-04-14,11,49
2021-04-14,11,5
2021-04-14,12,15
2021-04-14,12,10
2021-04-14,12,7
2021-04-14,12,3
2021-04-14,13,34
2021-04-14,13,172
2021-04-14,13,28
2021-04-14,13,119
2021-04-14,13,2
2021-04-14,14,150
2021-04-14,14,284
2021-04-14,14,52
2021-04-14,14,75
2021-04-14,14,19
2021-04-14,15,39
2021-04-14,15,79
2021-04-14,15,5
2021-04-14,15,20
2021-04-14,15,6
2021-04-14,16,2
2021-04-14,16,11
2021-04-14,16,1
2021-04-14,16,5
2021-04-14,18,3
2021-04-14,18,71
2021-04-14,18,5
2021-04-14,18,22
2021-04-14,18,4
2021-04-14,19,2
2021-04-14,20,6
2021-04-14,20,2
2021-04-14,21,2
2021-04-14,21,19
2021-04-14,21,1
2021-04-14,21,12
2021-04-14,22,220
2021-04-14,22,26
2021-04-14,22,51
2021-04-14,22,9
2021-04-14,22,1
2021-04-14,23,45
2021-04-14,23,106
2021-04-14,23,6
2021-04-14,23,95
2021-04-14,24,31
2021-04-14,24,4
2021-04-14,24,5
2021-04-14,24,10
2021-04-14,24,3
2021-04-14,25,2
2021-04-14,25,37
2021-04-14,25,1
2021-04-14,25,21
2021-04-14,26,28
2021-04-14,26,30
2021-04-14,26,9
2021-04-14,26,4
2021-04-14,27,75
2021-04-14,27,123
2021-04-14,27,43
2021-04-14,27,56
2021-04-14,27,4
2021-04-14,28,33
2021-04-14,28,37
2021-04-14,28,52
2021-04-14,28,22
2021-04-14,28,5
2021-04-14,29,14
2021-04-14,29,102
2021-04-14,29,1
2021-04-14,29,29
2021-04-14,29,3
2021-04-14,30,2
2021-04-14,30,32
2021-04-14,30,1
2021-04-14,30,21
2021-04-14,31,1
2021-04-14,32,16
2021-04-14,32,1
2021-04-14,32,3
2021-04-14,32,1
2021-04-14,33,5
2021-04-14,33,30
2021-04-14,33,4
2021-04-14,33,14
2021-04-14,33,1
2021-04-14,34,1
2021-04-14,34,1
2021-04-14,34,1
2021-04-14,35,1
2021-04-14,35,104
2021-04-14,35,11
2021-04-14,35,68
2021-04-14,35,2
2021-04-14,36,15
2021-04-14,36,5
2021-04-14,36,7
2021-04-14,36,1
2021-04-14,37,2
2021-04-14,37,23
2021-04-14,37,1
2021-04-14,38,29
2021-04-14,38,21
2021-04-14,38,20
2021-04-14,38,6
2021-04-14,38,1
2021-04-14,39,7
2021-04-14,39,4
2021-04-14,39,8
2021-04-14,39,3
2021-04-14,39,1
2021-04-14,40,128
2021-04-14,40,12
2021-04-14,40,50
2021-04-14,40,8
2021-04-14,41,10
2021-04-14,41,5
2021-04-14,41,2
2021-04-14,41,1
2021-04-14,42,10
2021-04-14,42,12
2021-04-14,42,4
2021-04-14,42,2
2021-04-14,43,1
2021-04-14,43,25
2021-04-14,43,1
2021-04-14,43,7
2021-04-14,44,1
2021-04-14,44,5
2021-04-14,44,1
2021-04-14,45,6
2021-04-14,45,13
2021-04-14,45,8
2021-04-14,45,6
2021-04-14,46,16
2021-04-14,46,1
2021-04-14,46,9
2021-04-14,47,10
2021-04-14,47,36
2021-04-14,47,9
2021-04-14,47,15
2021-04-14,47,2
2021-04-15,1,454
2021-04-15,1,86
2021-04-15,1,143
2021-04-15,1,42
2021-04-15,1,27
2021-04-15,1,1
2021-04-15,2,26
2021-04-15,2,213
2021-04-15,2,7
2021-04-15,2,64
2021-04-15,2,6
2021-04-15,3,7
2021-04-15,3,43
2021-04-15,3,5
2021-04-15,3,28
2021-04-15,3,1
2021-04-15,4,48
2021-04-15,4,41
2021-04-15,4,26
2021-04-15,4,11
2021-04-15,5,18
2021-04-15,5,160
2021-04-15,5,8
2021-04-15,5,38
2021-04-15,5,11
2021-04-15,6,39
2021-04-15,6,63
2021-04-15,6,7
2021-04-15,6,30
2021-04-15,6,2
2021-04-15,7,8
2021-04-15,7,105
2021-04-15,7,4
2021-04-15,7,86
2021-04-15,7,1
2021-04-15,8,142
2021-04-15,8,21
2021-04-15,8,63
2021-04-15,8,8
2021-04-15,8,2
2021-04-15,9,5
2021-04-15,9,9
2021-04-15,9,1
2021-04-15,10,97
2021-04-15,10,67
2021-04-15,10,56
2021-04-15,10,30
2021-04-15,10,8
2021-04-15,11,30
2021-04-15,11,138
2021-04-15,11,15
2021-04-15,11,37
2021-04-15,11,37
2021-04-15,12,34
2021-04-15,12,1
2021-04-15,12,85
2021-04-15,12,3
2021-04-15,13,312
2021-04-15,13,30
2021-04-15,13,106
2021-04-15,13,17
2021-04-15,13,1
2021-04-15,14,271
2021-04-15,14,132
2021-04-15,14,85
2021-04-15,14,66
2021-04-15,14,4
2021-04-15,15,4
2021-04-15,15,108
2021-04-15,15,2
2021-04-15,15,39
2021-04-15,15,6
2021-04-15,16,52
2021-04-15,16,10
2021-04-15,16,14
2021-04-15,16,10
2021-04-15,17,14
2021-04-15,17,55
2021-04-15,17,4
2021-04-15,17,45
2021-04-15,18,13
2021-04-15,18,144
2021-04-15,18,9
2021-04-15,18,58
2021-04-15,18,10
2021-04-15,19,13
2021-04-15,19,52
2021-04-15,19,4
2021-04-15,19,53
2021-04-15,20,17
2021-04-15,20,51
2021-04-15,20,8
2021-04-15,20,20
2021-04-15,20,3
2021-04-15,21,21
2021-04-15,21,62
2021-04-15,21,5
2021-04-15,21,13
2021-04-15,21,1
2021-04-15,22,219
2021-04-15,22,17
2021-04-15,22,71
2021-04-15,22,15
2021-04-15,22,4
2021-04-15,23,130
2021-04-15,23,9
2021-04-15,23,61
2021-04-15,23,8
2021-04-15,23,2
2021-04-15,24,14
2021-04-15,24,25
2021-04-15,24,7
2021-04-15,24,6
2021-04-15,24,1
2021-04-15,25,28
2021-04-15,25,26
2021-04-15,25,4
2021-04-15,25,7
2021-04-15,26,61
2021-04-15,26,77
2021-04-15,26,32
2021-04-15,26,11
2021-04-15,26,4
2021-04-15,27,149
2021-04-15,27,124
2021-04-15,27,53
2021-04-15,27,55
2021-04-15,27,2
2021-04-15,28,275
2021-04-15,28,40
2021-04-15,28,197
2021-04-15,28,35
2021-04-15,28,5
2021-04-15,29,3
2021-04-15,29,98
2021-04-15,29,8
2021-04-15,29,18
2021-04-15,29,1
2021-04-15,30,2
2021-04-15,30,80
2021-04-15,30,3
2021-04-15,30,74
2021-04-15,31,2
2021-04-15,31,38
2021-04-15,31,2
2021-04-15,31,16
2021-04-15,31,1
2021-04-15,32,81
2021-04-15,32,1
2021-04-15,32,14
2021-04-15,32,4
2021-04-15,33,96
2021-04-15,33,42
2021-04-15,33,22
2021-04-15,33,10
2021-04-15,33,5
2021-04-15,34,11
2021-04-15,34,3
2021-04-15,35,178
2021-04-15,35,42
2021-04-15,35,3
2021-04-15,36,56
2021-04-15,36,18
2021-04-15,36,26
2021-04-15,36,12
2021-04-15,36,2
2021-04-15,37,11
2021-04-15,37,125
2021-04-15,37,3
2021-04-15,37,116
2021-04-15,38,45
2021-04-15,38,54
2021-04-15,38,15
2021-04-15,38,20
2021-04-15,38,2
2021-04-15,39,25
2021-04-15,39,103
2021-04-15,39,20
2021-04-15,39,48
2021-04-15,39,7
2021-04-15,40,139
2021-04-15,40,10
2021-04-15,40,64
2021-04-15,40,22
2021-04-15,41,113
2021-04-15,41,23
2021-04-15,41,69
2021-04-15,41,7
2021-04-15,41,4
2021-04-15,42,59
2021-04-15,42,3
2021-04-15,42,16
2021-04-15,42,6
2021-04-15,43,13
2021-04-15,43,37
2021-04-15,43,3
2021-04-15,43,17
2021-04-15,43,2
2021-04-15,44,9
2021-04-15,44,93
2021-04-15,44,3
2021-04-15,44,51
2021-04-15,44,2
2021-04-15,45,51
2021-04-15,45,38
2021-04-15,45,26
2021-04-15,45,22
2021-04-15,46,3
2021-04-15,46,12
2021-04-15,46,2
2021-04-15,46,2
2021-04-15,47,34
2021-04-15,47,68
2021-04-15,47,44
2021-04-15,47,47
2021-04-15,47,2
2021-04-16,1,716
2021-04-16,1,64
2021-04-16,1,217
2021-04-16,1,53
2021-04-16,1,31
2021-04-16,1,1
2021-04-16,2,128
2021-04-16,2,68
2021-04-16,2,64
2021-04-16,2,29
2021-04-16,2,3
2021-04-16,3,5
2021-04-16,3,44
2021-04-16,3,3
2021-04-16,3,24
2021-04-16,4,42
2021-04-16,4,16
2021-04-16,4,23
2021-04-16,4,15
2021-04-16,5,18
2021-04-16,5,17
2021-04-16,5,3
2021-04-16,5,5
2021-04-16,5,1
2021-04-16,6,57
2021-04-16,6,49
2021-04-16,6,16
2021-04-16,6,24
2021-04-16,6,3
2021-04-16,7,7
2021-04-16,7,85
2021-04-16,7,10
2021-04-16,7,75
2021-04-16,8,416
2021-04-16,8,64
2021-04-16,8,122
2021-04-16,8,16
2021-04-16,8,4
2021-04-16,9,10
2021-04-16,9,4
2021-04-16,10,127
2021-04-16,10,57
2021-04-16,10,51
2021-04-16,10,18
2021-04-16,10,4
2021-04-16,11,96
2021-04-16,11,26
2021-04-16,11,40
2021-04-16,11,13
2021-04-16,11,38
2021-04-16,12,67
2021-04-16,12,19
2021-04-16,12,104
2021-04-16,12,9
2021-04-16,13,562
2021-04-16,13,218
2021-04-16,13,161
2021-04-16,13,140
2021-04-16,13,2
2021-04-16,14,304
2021-04-16,14,171
2021-04-16,14,107
2021-04-16,14,73
2021-04-16,14,4
2021-04-16,15,18
2021-04-16,15,61
2021-04-16,15,7
2021-04-16,15,14
2021-04-16,15,1
2021-04-16,16,94
2021-04-16,16,37
2021-04-16,16,28
2021-04-16,16,13
2021-04-16,17,135
2021-04-16,17,40
2021-04-16,17,41
2021-04-16,17,13
2021-04-16,18,64
2021-04-16,18,83
2021-04-16,18,23
2021-04-16,18,25
2021-04-16,18,4
2021-04-16,19,40
2021-04-16,19,3
2021-04-16,19,6
2021-04-16,19,1
2021-04-16,20,50
2021-04-16,20,19
2021-04-16,20,25
2021-04-16,20,9
2021-04-16,21,28
2021-04-16,21,84
2021-04-16,21,12
2021-04-16,21,18
2021-04-16,21,1
2021-04-16,21,1
2021-04-16,21,2
2021-04-16,22,295
2021-04-16,22,26
2021-04-16,22,114
2021-04-16,22,13
2021-04-16,22,2
2021-04-16,23,391
2021-04-16,23,24
2021-04-16,23,100
2021-04-16,23,25
2021-04-16,23,2
2021-04-16,24,86
2021-04-16,24,15
2021-04-16,24,30
2021-04-16,24,8
2021-04-16,24,5
2021-04-16,25,154
2021-04-16,25,36
2021-04-16,25,41
2021-04-16,25,17
2021-04-16,26,232
2021-04-16,26,70
2021-04-16,26,100
2021-04-16,26,26
2021-04-16,26,5
2021-04-16,27,194
2021-04-16,27,104
2021-04-16,27,56
2021-04-16,27,22
2021-04-16,27,1
2021-04-16,28,261
2021-04-16,28,40
2021-04-16,28,158
2021-04-16,28,22
2021-04-16,28,1
2021-04-16,29,20
2021-04-16,29,89
2021-04-16,29,9
2021-04-16,29,38
2021-04-16,29,2
2021-04-16,30,7
2021-04-16,30,124
2021-04-16,30,10
2021-04-16,30,82
2021-04-16,31,1
2021-04-16,31,14
2021-04-16,31,1
2021-04-16,31,2
2021-04-16,31,2
2021-04-16,32,2
2021-04-16,32,54
2021-04-16,32,2
2021-04-16,32,10
2021-04-16,32,3
2021-04-16,33,154
2021-04-16,33,41
2021-04-16,33,40
2021-04-16,33,10
2021-04-16,33,6
2021-04-16,34,5
2021-04-16,34,30
2021-04-16,34,4
2021-04-16,34,10
2021-04-16,34,3
2021-04-16,35,29
2021-04-16,35,6
2021-04-16,36,49
2021-04-16,36,48
2021-04-16,36,26
2021-04-16,36,12
2021-04-16,36,1
2021-04-16,37,8
2021-04-16,37,12
2021-04-16,37,1
2021-04-16,37,5
2021-04-16,38,77
2021-04-16,38,79
2021-04-16,38,17
2021-04-16,38,25
2021-04-16,38,3
2021-04-16,39,74
2021-04-16,39,123
2021-04-16,39,36
2021-04-16,39,52
2021-04-16,39,13
2021-04-16,40,251
2021-04-16,40,25
2021-04-16,40,73
2021-04-16,40,25
2021-04-16,41,156
2021-04-16,41,27
2021-04-16,41,51
2021-04-16,41,7
2021-04-16,41,4
2021-04-16,42,93
2021-04-16,42,7
2021-04-16,42,21
2021-04-16,42,5
2021-04-16,43,28
2021-04-16,43,31
2021-04-16,43,9
2021-04-16,43,7
2021-04-16,43,1
2021-04-16,44,10
2021-04-16,44,48
2021-04-16,44,6
2021-04-16,44,8
2021-04-16,44,2
2021-04-16,45,47
2021-04-16,45,38
2021-04-16,45,14
2021-04-16,45,27
2021-04-16,45,2
2021-04-16,46,2
2021-04-16,46,74
2021-04-16,46,5
2021-04-16,46,41
2021-04-16,46,1
2021-04-16,47,152
2021-04-16,47,30
2021-04-16,47,53
2021-04-16,47,10
2021-04-16,47,1
2021-04-17,1,227
2021-04-17,1,25
2021-04-17,1,66
2021-04-17,1,9
2021-04-17,1,3
2021-04-17,2,61
2021-04-17,2,31
2021-04-17,2,28
2021-04-17,2,1
2021-04-17,3,4
2021-04-17,3,38
2021-04-17,3,1
2021-04-17,3,27
2021-04-17,3,3
2021-04-17,4,11
2021-04-17,4,5
2021-04-17,4,1
2021-04-17,4,6
2021-04-17,6,1
2021-04-17,8,121
2021-04-17,8,19
2021-04-17,8,37
2021-04-17,8,13
2021-04-17,9,37
2021-04-17,9,6
2021-04-17,10,11
2021-04-17,10,48
2021-04-17,10,5
2021-04-17,10,19
2021-04-17,10,1
2021-04-17,11,96
2021-04-17,11,15
2021-04-17,11,35
2021-04-17,11,10
2021-04-17,11,69
2021-04-17,12,32
2021-04-17,12,16
2021-04-17,12,15
2021-04-17,12,5
2021-04-17,13,498
2021-04-17,13,107
2021-04-17,13,106
2021-04-17,13,58
2021-04-17,13,3
2021-04-17,14,171
2021-04-17,14,65
2021-04-17,14,82
2021-04-17,14,37
2021-04-17,14,2
2021-04-17,15,8
2021-04-17,15,2
2021-04-17,15,2
2021-04-17,16,48
2021-04-17,16,13
2021-04-17,16,5
2021-04-17,16,8
2021-04-17,17,68
2021-04-17,17,124
2021-04-17,17,21
2021-04-17,17,120
2021-04-17,18,174
2021-04-17,18,59
2021-04-17,18,100
2021-04-17,18,26
2021-04-17,18,2
2021-04-17,19,5
2021-04-17,19,57
2021-04-17,19,2
2021-04-17,19,62
2021-04-17,20,33
2021-04-17,20,3
2021-04-17,20,2
2021-04-17,20,4
2021-04-17,21,10
2021-04-17,21,28
2021-04-17,21,4
2021-04-17,21,9
2021-04-17,21,2
2021-04-17,22,154
2021-04-17,22,10
2021-04-17,22,45
2021-04-17,22,2
2021-04-17,22,2
2021-04-17,23,284
2021-04-17,23,107
2021-04-17,23,68
2021-04-17,23,152
2021-04-17,23,3
2021-04-17,24,15
2021-04-17,24,8
2021-04-17,24,6
2021-04-17,24,1
2021-04-17,24,5
2021-04-17,25,147
2021-04-17,25,78
2021-04-17,25,37
2021-04-17,25,31
2021-04-17,25,2
2021-04-17,26,69
2021-04-17,26,33
2021-04-17,26,12
2021-04-17,26,5
2021-04-17,26,1
2021-04-17,27,22
2021-04-17,27,24
2021-04-17,27,12
2021-04-17,27,4
2021-04-17,28,137
2021-04-17,28,320
2021-04-17,28,28
2021-04-17,28,224
2021-04-17,28,3
2021-04-17,29,3
2021-04-17,29,18
2021-04-17,29,4
2021-04-17,29,8
2021-04-17,29,1
2021-04-17,30,1
2021-04-17,30,32
2021-04-17,30,4
2021-04-17,30,29
2021-04-17,31,4
2021-04-17,31,60
2021-04-17,31,1
2021-04-17,31,10
2021-04-17,31,6
2021-04-17,33,26
2021-04-17,33,5
2021-04-17,34,2
2021-04-17,34,41
2021-04-17,34,4
2021-04-17,34,50
2021-04-17,35,13
2021-04-17,35,90
2021-04-17,35,19
2021-04-17,35,55
2021-04-17,35,2
2021-04-17,36,20
2021-04-17,36,4
2021-04-17,36,11
2021-04-17,36,1
2021-04-17,37,14
2021-04-17,37,259
2021-04-17,37,7
2021-04-17,37,214
2021-04-17,38,26
2021-04-17,38,8
2021-04-17,38,1
2021-04-17,39,69
2021-04-17,39,176
2021-04-17,39,23
2021-04-17,39,95
2021-04-17,39,28
2021-04-17,40,125
2021-04-17,40,18
2021-04-17,40,44
2021-04-17,40,14
2021-04-17,41,303
2021-04-17,41,55
2021-04-17,41,83
2021-04-17,41,18
2021-04-17,41,3
2021-04-17,42,29
2021-04-17,42,6
2021-04-17,42,1
2021-04-17,43,48
2021-04-17,43,57
2021-04-17,43,23
2021-04-17,43,7
2021-04-17,44,4
2021-04-17,44,31
2021-04-17,44,6
2021-04-17,44,2
2021-04-17,45,2
2021-04-17,45,11
2021-04-17,45,1
2021-04-17,45,5
2021-04-17,46,4
2021-04-17,46,105
2021-04-17,46,5
2021-04-17,46,82
2021-04-17,47,81
2021-04-17,47,37
2021-04-17,47,49
2021-04-17,47,26
2021-04-18,1,63
2021-04-18,1,9
2021-04-18,1,7
2021-04-18,1,6
2021-04-18,5,5
2021-04-18,6,66
2021-04-18,6,285
2021-04-18,6,33
2021-04-18,6,197
2021-04-18,6,5
2021-04-18,7,1
2021-04-18,8,145
2021-04-18,8,4
2021-04-18,8,31
2021-04-18,8,8
2021-04-18,8,1
2021-04-18,10,23
2021-04-18,10,2
2021-04-18,11,48
2021-04-18,11,70
2021-04-18,11,25
2021-04-18,11,50
2021-04-18,11,3
2021-04-18,12,5
2021-04-18,12,3
2021-04-18,12,2
2021-04-18,12,4
2021-04-18,13,110
2021-04-18,13,11
2021-04-18,13,30
2021-04-18,13,7
2021-04-18,14,60
2021-04-18,14,13
2021-04-18,14,23
2021-04-18,14,3
2021-04-18,15,162
2021-04-18,15,121
2021-04-18,16,8
2021-04-18,16,1
2021-04-18,16,1
2021-04-18,17,111
2021-04-18,17,362
2021-04-18,17,40
2021-04-18,17,262
2021-04-18,17,2
2021-04-18,18,102
2021-04-18,18,7
2021-04-18,18,121
2021-04-18,18,7
2021-04-18,19,11
2021-04-18,19,208
2021-04-18,19,5
2021-04-18,19,179
2021-04-18,20,19
2021-04-18,20,52
2021-04-18,20,2
2021-04-18,20,69
2021-04-18,20,1
2021-04-18,21,23
2021-04-18,21,1
2021-04-18,21,1
2021-04-18,22,33
2021-04-18,22,9
2021-04-18,22,7
2021-04-18,22,8
2021-04-18,23,13
2021-04-18,23,460
2021-04-18,23,1
2021-04-18,23,308
2021-04-18,23,2
2021-04-18,24,443
2021-04-18,24,64
2021-04-18,24,74
2021-04-18,24,42
2021-04-18,24,3
2021-04-18,25,57
2021-04-18,25,56
2021-04-18,25,13
2021-04-18,25,60
2021-04-18,26,4
2021-04-18,26,9
2021-04-18,26,2
2021-04-18,26,3
2021-04-18,27,7
2021-04-18,27,36
2021-04-18,27,1
2021-04-18,27,37
2021-04-18,28,275
2021-04-18,28,194
2021-04-18,28,51
2021-04-18,28,153
2021-04-18,28,4
2021-04-18,29,1
2021-04-18,30,110
2021-04-18,30,15
2021-04-18,30,24
2021-04-18,30,10
2021-04-18,31,15
2021-04-18,31,13
